instance_id,oracle_max_iou,best_gt_id,precision_at_best_gt,recall_at_best_gt,num_points
144,0.0,2,0.0,0.0,66838
145,0.9865983831724354,33,0.9947966128521684,0.9917161397211101,50544
146,0.9855314667704494,118,0.9904062945750701,0.9950305103550295,43466
147,0.9974006985622614,62,0.9978383825250292,0.9995604180912376,61528
148,0.0,2,0.0,0.0,47302
149,0.0,2,0.0,0.0,40310
150,3.819626331412607e-05,97,7.817385866166354e-05,7.468498938406222e-05,89544
151,0.9918378314831299,65,0.9965239694244301,0.9952811904882283,59263
152,0.9851841057029049,67,0.9904766555967962,0.9946054631945466,61428
153,0.9794297487704373,92,0.9868825287337079,0.9923485492546359,119459
154,0.0,2,0.0,0.0,29153
155,0.9875212224108659,24,0.9953794814751433,0.992068906703053,23374
156,0.0,2,0.0,0.0,44683
157,0.0,2,0.0,0.0,95075
158,0.9497810858143608,36,0.9546714782379088,0.9946354883081155,22723
159,0.976005443160435,234,0.9848527108498358,0.9908797530517749,93218
160,0.9781203986516909,222,0.9922230863237418,0.9856769715624119,81009
161,0.994204610991546,81,0.9956892301190392,0.9985025075934166,70985
162,0.0003053243172858464,16,0.0007596916545637358,0.0005102347079656642,44755
163,0.0004011942526590782,13,0.00048711413197394504,0.0022693687988178174,88275
164,0.9874299963209745,181,0.9929706287382073,0.9943808661287666,48653
165,0.0,2,0.0,0.0,20899
166,0.0,2,0.0,0.0,56056
167,0.0,2,0.0,0.0,19957
168,0.0,2,0.0,0.0,28696
169,0.9642609440659295,73,0.975161942484631,0.9885398803797734,24237
170,0.9970134395221503,25,0.9977307947752934,0.9992793791574279,18068
171,0.0,2,0.0,0.0,72120
172,0.9913257192424462,154,0.9936652520443018,0.9976305780142581,48305
173,0.9910411985018727,16,0.9982796607611747,0.992736658863077,66266
174,0.9811418775001298,13,0.9843122947829259,0.9967278868482161,19187
175,0.0004175008777007088,24,0.0005367097254241836,0.001876172607879925,81981
176,2.3606619296050613e-05,181,5.534034311012728e-05,4.116581590647127e-05,36140
177,9.284189026088571e-05,19,0.00026930787875160836,0.00014166758488249462,33419
178,0.0,2,0.0,0.0,52062
179,0.9913982894790686,69,0.9931214285128676,0.9982529296392135,121973
180,0.9714620699977549,187,0.9720925588477571,0.9993328029972542,40061
181,0.9624471366339152,134,0.9988449988449989,0.9635194499267843,30303
182,0.9991696650982563,18,0.9992802967391906,0.9998892089519167,36126
183,0.9952024149641528,198,0.9971589988441554,0.9980322622497081,92573
184,0.9956601591728453,64,0.9974921630094044,0.9981587812495738,73370
185,7.789739355321171e-06,135,1.3894099176079918e-05,1.7729867735186696e-05,71973
186,0.9939442169212555,168,0.9954125765380504,0.9985180852101004,51445
187,0.0,2,0.0,0.0,41649
188,0.9846925227659674,208,0.9865416816638237,0.998100093412074,63901
189,0.9837582625118035,144,0.986272839155543,0.9974150311153662,84504
190,0.9585249822587852,191,0.9837874291880226,0.9739090957645676,37070
191,8.965125661178018e-05,191,0.000142966069386199,0.0002403460983816696,62952
192,0.0,2,0.0,0.0,28465
193,0.0,2,0.0,0.0,4681
194,0.0,2,0.0,0.0,21868
195,0.0,2,0.0,0.0,21612
196,0.0,2,0.0,0.0,75396
197,0.0,2,0.0,0.0,5741
198,0.9902834843028697,72,0.997387678149166,0.9928586765489436,125176
199,0.9802286996034177,159,0.990617185856839,0.9894148402306094,85582
200,0.0,2,0.0,0.0,13367
201,0.0002088289237138862,168,0.00039065153882736597,0.00044847421273276785,58876
202,0.9948413189715654,174,0.9988398110549432,0.9959922323678883,72402
203,0.9858290268351908,197,0.997454925726669,0.9883150443803603,79369
204,0.0,2,0.0,0.0,67380
205,0.0,2,0.0,0.0,42044
206,0.9954206135123267,31,0.9964624369413686,0.9989507701347211,47773
207,0.9887005649717514,127,0.9904371584699454,0.9982297403619197,5124
208,0.9943194815097217,186,0.9982202660032533,0.9960853209082056,52255
209,0.9145657242786359,188,0.9561954824210567,0.9545592820746824,26253
210,0.0011089428937392006,181,0.0019006364922206506,0.0026551951259673966,67872
211,0.0,2,0.0,0.0,31845
212,0.0,2,0.0,0.0,35777
213,0.0,2,0.0,0.0,68651
214,0.8726420297848869,126,0.9351025474318814,0.9288985439173321,33838
215,0.8983785383590893,111,0.9438940962196259,0.9490586685128526,45022
216,0.9973951785660408,138,0.998982603527646,0.9984093425953892,99273
217,0.9922707644248439,133,0.9969652212042187,0.9952769874091396,86662
218,0.0,2,0.0,0.0,40330
219,0.00024988755060222897,139,0.0005240403511070353,0.00047742951946718864,76330
220,0.9968604750984168,102,0.9981948128499852,0.9986608349509792,81432
221,0.0,2,0.0,0.0,46965
222,1.3097920050296014e-05,203,2.271178741766977e-05,3.094155140938767e-05,88060
